wps01PeasantFamily6,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,09/01/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily3,23/01/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily2,02/02/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily2,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,09/07/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily6,20/07/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily1,20/07/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily5,24/07/2027,BUY_SEEDS,SEEDS
Agent,CurrentDate,Action,Response
wps01PeasantFamily2,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,25/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,25/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,24/07/2026,BUY_SEEDS,SEEDS
wps01PeasantFamily3,03/08/2026,BUY_SEEDS,SEEDS
wps01PeasantFamily2,03/08/2026,BUY_SEEDS,SEEDS
wps01PeasantFamily3,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,10/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,10/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,10/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,10/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,11/12/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,11/12/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,02/02/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily5,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,26/05/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,26/05/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,09/06/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,09/06/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,09/07/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily6,09/07/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily4,09/07/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily2,09/07/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily1,20/07/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily5,24/07/2027,BUY_SEEDS,SEEDS
wps01PeasantFamily3,25/11/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,25/11/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,25/11/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,25/11/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,25/11/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,25/11/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,25/11/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,25/11/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,25/11/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,25/11/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,25/11/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,25/11/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,10/12/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,10/12/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,10/12/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,10/12/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,10/12/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,10/12/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,09/12/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,09/12/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,10/12/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,10/12/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,10/12/2027,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,10/12/2027,ASK_FOR_PRICE_LIST,PRICE_LIST
